,Species - Latin Name,Common Name,Address,Comments,Planting Season,Planting Year,Tree Care-taker,Nursery,Replacement tree,City,,,
200,Quercus paulstris,Pin Oaks,Ivy Hill Park,see map in file,Fall,2007,Essex County Parks,Fernbrook Farms,,Newark,,,
201,Ulmus x 'Patriot',Patriot Elm,Ivy Hill Park,see map in file,Fall,2007,Essex County Parks,Fernbrook Farms,,Newark,,,
202,Ulmus x 'Patriot',Patriot Elm,Ivy Hill Park,see map in file,Fall,2007,Essex County Parks,Fernbrook Farms,,Newark,,,
203,cornus florida rubra,Pink flowering dogwood,Ivy Hill Park,triangle in path by concert area,Fall,2007,Essex County Parks,Fernbrook Farms,,Newark,,,
204,cornus florida rubra,Pink flowering dogwood,Ivy Hill Park,lawn by bathrooms,Fall,2007,Essex County Parks,Fernbrook Farms,,Newark,,,
205,Fraxinus pennsylvanica 'Summit',Summit Ash,Ivy Hill Park,lawn by bathrooms,Fall,2007,Essex County Parks,Fernbrook Farms,,Newark,,,
206,Quercus paulstris,Pin Oaks,Ivy Hill Park,lawn by bathrooms,Fall,2007,Essex County Parks,Fernbrook Farms,,Newark,,,
207,Ulmus x 'Patriot',Patriot Elm,Ivy Hill Park,lawn by bathrooms,Fall,2007,Essex County Parks,Fernbrook Farms,,Newark,,,
208,Quercus paulstris,Pin Oaks,Ivy Hill Park,lawn by bathrooms,Fall,2007,Essex County Parks,Fernbrook Farms,,Newark,,,
209,Fraxinus pennsylvanica 'Summit',Summit Ash,Ivy Hill Park,lawn by bathrooms,Fall,2007,Essex County Parks,Fernbrook Farms,,Newark,,,
210,cornus florida rubra,Pink flowering dogwood,Ivy Hill Park,lawn by bathrooms,Fall,2007,Essex County Parks,Fernbrook Farms,,Newark,,,
211,Acer campestre,Hedge Maple,Mildred Helms Park,by gazebo,Fall,2007,Friends of Mildred Helms Park,Fernbrook Farms,,Newark,,,
212,cornus florida rubra,Pink flowering dogwood,281 Camden Street,Fairmount Ave at 16th Ave,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
213,Acer campestre,Hedge Maple,281 Camden Street,Fairmount Ave at 16th Ave,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
214,cornus florida rubra,Pink flowering dogwood,281 Camden Street,Fairmount Ave by parking,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
215,Acer campestre,Hedge Maple,281 Camden Street,Fairmount Ave by parking,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
216,cornus florida rubra,Pink flowering dogwood,281 Camden Street,Fairmount Ave by parking,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
217,Acer campestre,Hedge Maple,281 Camden Street,Fairmount Ave by parking,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
218,cornus florida rubra,Pink flowering dogwood,281 Camden Street,Fairmount Ave side,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
219,Acer campestre,Hedge Maple,281 Camden Street,Fairmount Ave side,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
220,cornus florida rubra,Pink flowering dogwood,281 Camden Street,Fairmount Ave side,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
221,Acer campestre,Hedge Maple,281 Camden Street,Fairmount Ave side,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
222,cornus florida rubra,Pink flowering dogwood,281 Camden Street,15th Ave side,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
223,Acer campestre,Hedge Maple,281 Camden Street,15th Ave side,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
224,cornus florida rubra,Pink flowering dogwood,281 Camden Street,15th Ave side,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
225,Acer campestre,Hedge Maple,281 Camden Street,15th Ave side,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
226,cornus florida rubra,Pink flowering dogwood,281 Camden Street,15th Ave side,Fall,2007,Camden Street Elementary School,Fernbrook Farms,,Newark,,,
227,Prunus cerasifera,Thundercloud Plum,79 University Ave,,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
228,Acer campestre,Hedge Maple,79 University Ave,,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
229,Prunus cerasifera,Thundercloud Plum,65 University Ave,,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
230,Acer campestre,Hedge Maple,65 University Ave,,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
231,zelkova serrata Village Green,Village Green Zelkova,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
232,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
233,zelkova serrata Village Green,Village Green Zelkova,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
234,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
235,zelkova serrata Village Green,Village Green Zelkova,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
236,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
237,zelkova serrata Village Green,Village Green Zelkova,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
238,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
239,zelkova serrata Village Green,Village Green Zelkova,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
240,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
241,zelkova serrata Village Green,Village Green Zelkova,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
242,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
243,zelkova serrata Village Green,Village Green Zelkova,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
244,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
245,zelkova serrata Village Green,Village Green Zelkova,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
246,Syringa reticulata 'Ivory Silk',Ivory Silk tree lilac,University Ave parking lot,between Orange and James St,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
247,Acer campestre,Hedge Maple,University Ave parking lot,between James St and Central,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
248,Prunus cerasifera,Thundercloud Plum,University Ave parking lot,between James St and Central,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
249,Acer campestre,Hedge Maple,University Ave parking lot,between James St and Central,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
250,Prunus cerasifera,Thundercloud Plum,University Ave parking lot,between James St and Central,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
251,Acer campestre,Hedge Maple,University Ave parking lot,between James St and Central,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
252,Prunus cerasifera,Thundercloud Plum,University Ave parking lot,between James St and Central,Spring,2008,Rutgers University Physical Plant,Princeton Nurseries,,Newark,,,
253,Acer griseum,Paperbark maple,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
254,Acer griseum,Paperbark maple,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
255,Prunus x 'Snofozam',Weeping snowfountain cherry,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
256,cornus x 'Rutgan',Stellar pink dogwood,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
257,cornus x 'Rutgan',Stellar pink dogwood,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
258,cornus x 'Rutgan',Stellar pink dogwood,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
259,ilex opaca,American holly,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
260,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
261,cornus kousa,Kousa dogwood,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
262,cornus kousa,Kousa dogwood,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
263,cornus kousa,Kousa dogwood,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
264,Acer griseum,Paperbark maple,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
265,ilex opaca,American holly,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
266,ilex x aquipernyi 'Dragon Lady',Dragon lady holly,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
267,Prunus x 'Snofozam',Weeping snowfountain cherry,107 Ivy Street,on school front lawn,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
268,Acer griseum,Paperbark maple,107 Ivy Street,on lawn Elllery Ave side,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
269,Acer griseum,Paperbark maple,107 Ivy Street,on lawn Elllery Ave side,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
270,cornus florida,Flowering dogwood,107 Ivy Street,on lawn Elllery Ave side,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
271,cornus florida,Flowering dogwood,107 Ivy Street,on lawn Elllery Ave side,Spring,2008,Ivy Hill Elementary School,Fernbrook Farms,,Newark,,,
272,zelkova serrata Village Green,Village Green Zelkova,1 New York Ave,,Spring,2008,Ironbound Childrens Center,Princeton Nurseries,,Newark,,,
273,Tilia cordata Greenspire,Greenspire Linden,1 New York Ave,,Spring,2008,Ironbound Childrens Center,Princeton Nurseries,,Newark,,,
274,zelkova serrata Village Green,Village Green Zelkova,1 New York Ave,,Spring,2008,Ironbound Childrens Center,Princeton Nurseries,,Newark,,,
275,acer ginnala Ruby Slippers,Ruby Slipper maple,1 New York Ave,on Railroad Ave side,Spring,2008,Ironbound Childrens Center,Princeton Nurseries,,Newark,,,
276,Prunus x yedoensis Akebono,Daybreak Yoshino Cherry,1 New York Ave,on Railroad Ave side,Spring,2008,Ironbound Childrens Center,Princeton Nurseries,,Newark,,,
277,acer ginnala Ruby Slippers,Ruby Slipper maple,1 New York Ave,on Railroad Ave side,Spring,2008,Ironbound Childrens Center,Princeton Nurseries,,Newark,,,
278,Prunus x yedoensis Akebono,Daybreak Yoshino Cherry,1 New York Ave,on Railroad Ave side,Spring,2008,Ironbound Childrens Center,Princeton Nurseries,,Newark,,,
279,acer ginnala Ruby Slippers,Ruby Slipper maple,1 New York Ave,on Railroad Ave side,Spring,2008,Ironbound Childrens Center,Princeton Nurseries,,Newark,,,
280,Prunus x yedoensis Akebono,Daybreak Yoshino Cherry,1 New York Ave,on Railroad Ave side,Spring,2008,Ironbound Childrens Center,Princeton Nurseries,,Newark,,,
281,acer ginnala Ruby Slippers,Ruby Slipper maple,1 New York Ave,on Walnut St side,Spring,2008,Ironbound Childrens Center,Princeton Nurseries,,Newark,,,
282,Ginkgo biloba Princeton Sentry,Princeton Sentry Ginkgo,33 Maple Avenue,on Goldsmith Ave side - lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
283,Ginkgo biloba Princeton Sentry,Princeton Sentry Ginkgo,33 Maple Avenue,on goldsmith Ave side - lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
284,prunus x okame,Okame Cherry,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
285,prunus x okame,Okame Cherry,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
286,prunus x okame,Okame Cherry,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
287,prunus x okame,Okame Cherry,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
288,prunus x okame,Okame Cherry,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
289,Acer campestre,Hedge Maple,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
290,Acer campestre,Hedge Maple,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
291,Acer campestre,Hedge Maple,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
292,Acer campestre,Hedge Maple,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
293,Acer campestre,Hedge Maple,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
294,Acer campestre,Hedge Maple,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
295,acer ginnala Ruby Slippers,Ruby Slipper maple,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
296,acer ginnala Ruby Slippers,Ruby Slipper maple,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
297,acer ginnala Ruby Slippers,Ruby Slipper maple,33 Maple Avenue,on Pomona Ave lawn,Spring,2008,Maple Avenue School,Princeton Nurseries,,Newark,,,
298,prunus x okame,Okame Cherry,200 Lyons Ave,on Lyons Ave side,Spring,2008,Maple Ave Annex School,Princeton Nurseries,,Newark,,,
299,prunus x okame,Okame Cherry,200 Lyons Ave,on Lyons Ave side,Spring,2008,Maple Ave Annex School,Princeton Nurseries,,Newark,,,
300,prunus x okame,Okame Cherry,200 Lyons Ave,on Lyons Ave side,Spring,2008,Maple Ave Annex School,Princeton Nurseries,,Newark,,,
301,acer ginnala Ruby Slippers,Ruby Slipper maple,200 Lyons Ave,on Lyons Ave side,Spring,2008,Maple Ave Annex School,Princeton Nurseries,,Newark,,,
302,Acer campestre,Hedge Maple,200 Lyons Ave,Maple Ave side,Spring,2008,Maple Ave Annex School,Princeton Nurseries,,Newark,,,
303,Acer campestre,Hedge Maple,200 Lyons Ave,Maple Ave side,Spring,2008,Maple Ave Annex School,Princeton Nurseries,,Newark,,,
304,Acer campestre,Hedge Maple,200 Lyons Ave,Maple Ave side,Spring,2008,Maple Ave Annex School,Princeton Nurseries,,Newark,,,
305,acer ginnala Ruby Slippers,Ruby Slipper maple,200 Lyons Ave,Weequahic Ave side,Spring,2008,Maple Ave Annex School,Princeton Nurseries,,Newark,,,
306,prunus x okame,Okame Cherry,200 Lyons Ave,Weequahic Ave side,Spring,2008,Maple Ave Annex School,Princeton Nurseries,,Newark,,,
307,zelkova serrata Village Green,Village Green Zelkova,199-201 N. 12th Street,,Fall,2008,E&J Professional Stone-Stucco Corp.,Fernbrook Farms,,Newark,,,
308,zelkova serrata Village Green,Village Green Zelkova,199-201 N. 12th Street,,Fall,2008,E&J Professional Stone-Stucco Corp.,Fernbrook Farms,,Newark,,,
309,zelkova serrata Village Green,Village Green Zelkova,215 N. 12th Street,,Fall,2008,Doma Construction,Fernbrook Farms,,Newark,,,
310,Acer campestre,Hedge Maple,219 N. 12th Street,opposite side of street from Springfield down,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
311,Prunus x yedoensis Akebono,Daybreak Yoshino Cherry,219 N. 12th Street,opposite side of street from Springfield down,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
312,Acer campestre,Hedge Maple,219 N. 12th Street,opposite side of street from Springfield down,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
313,Acer campestre,Hedge Maple,219 N. 12th Street,opposite side of street from Springfield down,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
314,Prunus x yedoensis Akebono,Daybreak Yoshino Cherry,219 N. 12th Street,opposite side of street from Springfield down,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
315,Acer campestre,Hedge Maple,219 N. 12th Street,opposite side of street from Springfield down,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
316,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
317,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
318,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
319,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
320,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
321,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
322,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
323,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
324,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
325,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
326,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
327,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
328,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
329,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
330,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
331,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
332,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
333,ilex x aquipernyi 'Dragon Lady',Dragon Lady holly,219 N. 12th Street,opposite side of bulding on lawn,Fall,2008,Tony Pallet,Fernbrook Farms,,Newark,,,
